,image,ground_truth,trocr,qwenv2.5_3B,qwenv2.5_7B,smolvlm2,siglib2
83,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=717x110 at 0x749AAE744690>,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد,,"""وَتَبْيَنَّةٌ لِكَذَٰلِكَ الْفَازَرُ لَا يُشْتَغلُ وَلا يُسَاعِدُ""",,,
84,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1011x165 at 0x749AAE744C10>,فِي البدايه، ثُمَّ مُحاكاة التَرْكِيبُ وَتَعْلَم الروح. إِذا,,في البداية، ثم محاولة التركيب وتتعلم الروح إذاً,,,
85,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=625x111 at 0x749AAE745190>,اِعْتَمَدَ مُؤْتَمَرٍ رِيُو دِي جانيرو، أَو ما يُسَمَّى,,"""أو ما تُصَلِّيْنَ يَا مُحَمَّدُ إِنَّكَ أَنتَ الْعَزِيزُ الْقَوِيمُ""",,,
86,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1020x119 at 0x749AAE745710>,المَرْئِيّات العالِيَة الوُضُوحِ فِي الصين، وَيَعْتَقِدانِهِ أَحْدَثِ,,"""المرتبات العالية لازُوج في الصين، ويعتقد أنه أحدث""",,,
87,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=269x132 at 0x749AAE745C90>,وَالسِتِّينَ,,"""وَالْسَّنَينَ""",,,
88,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=247x129 at 0x749AAE746210>,طَوِيلٍ,,"The text in the image is ""طويل"".",,,
89,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x116 at 0x749AAE746790>,وَالكَلَأ فَهُم رَحَلَ فَحَيْثُ ما تَسْقُط الأَمْطارِ يَتَنَقَّلُونَ,,"""يُعتقد أنّ هذه الأدوات تُستخدم لـ""",,,
90,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1228x262 at 0x749AAE746D10>,لِأُفَضِّل المبيعات. كانَت تِلْكَ واحِدَةٍ مِن اللَحَظاتِ الهامه.,,"""الأفضل المبيعات. كانت تلك واحدة من اللحظات الهامة.""",,,
91,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x116 at 0x749AAE747290>,وَقَد اِعْتَبَرَ فَرَجِي أَنَّ النِظامِ الامثلللزراعه هُوَ الَّذِي,,وَقُدْ عَتِبَّ وَرَجَى أَنَّ الْإِنْطَامَ امْتَلَلَنَّ رَعَهُ هُوَ أَلْبَيْ,,,
92,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=859x183 at 0x749AAE747810>,اليَمَنِ الشَرْقِيَّة ، كَما أَسْلَفَنا إِذ لا شَيْء,,"""أحبّب المُهَجِّرة، لا أُعْدَدُها إلا في شيءٍ""",,,
93,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1271x155 at 0x749AAE747D90>,السياق، يَجْدُر التَأْكِيدُ عَلَى ضَرُورَةِ ننسيق جَمِيعِ هٰذِهِ,,السياق، يُجِدُّ التأكيد على ضرورة ننسى خميس هذه,,,
94,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=638x132 at 0x749AAE750350>,يَتَأَدَّب فِيهِ وَيَتَعَلَّم الطاعَةَ,,"""يَتَّابَعُ الْحَيَوَانُ فِيهِ وَيَتَّعَلَّمُ الطَّاعَةُ""",,,
95,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=710x127 at 0x749AAE7508D0>,وَإِذا كانَ القُدامَى قَد أَخْطَأُوا فِي فَهُم مَعْنَى,,وَإِذَا كَانَ الْقُدُّاسُ قُدَّ أَخْطَاءًا فِي قَوْمٍ قَعْفٌ,,,
96,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1403x135 at 0x749AAE750E50>,ظاهِرَةِ البيدو. مِن المُلاحَظِ أَنَّ اللاشعه الشَمْسِيَّةُ تَسْقُط,,"""نابضة للحياة، ومن الملاحظ أن الأشعة الشمسية تنشغل""",,,
97,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1899x176 at 0x749AAE7513D0>,داعَبَت أَحَدُ المَكْتَباتِ بِلَنْدَن قُرّاءها بِنافِذَة عَرَضَ كبيره:,,"""الحُرُمُ فُؤادٌ هُوَ بِبَيْتِهَا كَيْفُ أَخْتُمُّهُ""",,,
98,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=791x165 at 0x749AAE751950>,كُلُّها فِي ذٰلِكَ الوَطَنِ الجَدِيدِ,,"""كُلّا في ذلك الوطن الجديد""",,,
99,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1292x172 at 0x749AAE751ED0>,التَساؤُلاتِ العَمِيقَةِ القادِرَةِ عَلَى بَلْوَرَةِ المَشارِيعِ الكُبْرِي,,الاستفسارات العَمِيْشِيَّة القادِرة على بلورة المشاريع الكبرى,,,
100,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1372x188 at 0x749AAE752450>,عطعوط وَهِلال خازِن عَفِيف للحج. بَدَأَت قَوافِلَ الحَجِيج حاجّ أَثْرَ,,"""عطروط و هلال خازن عفيف للحج. بدأت قوافل الاجهيج حاخ أرّ""",,,
101,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1133x169 at 0x749AAE7529D0>,وَلِتُشْبَع نَفْسِها بُعْدَ جَوَّعَ وعطش. وَتَفْرَح الابل، وَيُدِر,,وَتُشْرِعُ نَفْسَهَا بُعْدَ جُوعٍ وَعِطَشٍ، وَتَفْرَحُ الْإِبْنُ وَيُذْكِرُ,,,
102,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=829x124 at 0x749AAE752F50>,لِلإِقامَة فِي بُيُوتِهِم وَتَناوَلَ طعامهم. لاحَظَت ما لِيَ,,"""للإقامة فيه يُبويتهم وتناول طلائهم. الحظت ماليّة""",,,
103,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1068x125 at 0x749AAE753510>,التَنافُسِ فِي تَقْدِيمِ كُلِّ جَدِيدٍ بِاللُغَةِ المَحَلِّيَّةِ,,"""التنافس في تنفييم كل جديد باللغة المحلية""",,,
104,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=653x144 at 0x749AAE753A50>,خ ض، ب س ش، ص غ ه,,"""خض، بس ش، صغد""",,,
105,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=759x103 at 0x749AAE753FD0>,وَهُوَ مَلِكِ مِن مُلُوكُ قتبان. وَهٰكَذا بِالنِسْبَةِ إِلَى,,"""هَذِهِ الْحَقْوَاقُ هُمْ فَاحِلُونَ هُمْ بِالْيَسْرِ إِلَّا مَا كُنْتُمْ تَأْخُذُونَ""",,,
106,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2167x246 at 0x749AAE75C590>,المَوْجُودَةِ عَلَى سَطْحِ الأَرْضِ وَكَمِّيَّةٌ الأَراضِي المَزْرُوعَةِ وَأَخِيرا,,"""الْمُؤْمِنُونَ عَلَى سُطُحِ الأرْضِ وَطَمَينَةٌ أَلَا إِرْضَىٰ اللهُ مُجْوَهِّةً""",,,
107,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=886x137 at 0x749AAE75CB10>,بَدْء أَعْمالٍ خاصّه فِي الريف، معترحا فِي هٰذا,,"""بدء أعمال خاصة في الريف، معززاً في هذا""",,,
108,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=722x109 at 0x749AAE75D090>,مُشْمِس دراق، غيظ، ناء ،بث ،نسر,,مُشمشيس دراق، غيظ، ناء، بث، نشر,,,
109,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=609x160 at 0x749AAE75D610>,اِسْتِعْمالُها فِي مُؤَلِّفات الهمداني,,"""استعماً في مُؤْلفات الحمداني""",,,
110,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1004x136 at 0x749AAE75DB90>,فِي مناسباتها، وَأَنَّ أَخْباراً خَلَقَت خلقا،,,"""في حساباتها، وأن أخبروا خاتمة""",,,
111,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=672x145 at 0x749AAE75E110>,فِي الأَوْزار وَالآثامِ وَهُوَ كَذٰلِكَ الاِمْتِناعِ عَن فِعْلٍ,,في الأذن والآتاج وهو كذلك الإمتياز عن فعلٍ,,,
112,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1356x156 at 0x749AAE75E690>,مِن اِخْتِلاف أَيْدِي الكِتابِ فِي رَسْمِ الحُرُوفُ وَنُقِرّها,,مِن اخْتِلاف أَيْديِي الکِتابِ في رُّغم الحروف وَتَقْبِيها,,,
113,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1178x115 at 0x749AAE75EC10>,تُؤَدِّي الدَقائِقِ الصُلْبَةِ العالِقَةِ بِالهَواء دَوْراً ثانَوِيّا فِي,,"""ذَٰلِكَ الْمُهْتَدُّونَ ۚ لَا تَفْرَغُوا فِيهِمْ وَلَا تَبْعَثُوا إِلَيْهِمْ""",,,
114,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1650x200 at 0x749AAE75F190>,والثلب، وَالظَلِيم والشاهين، وَبُعْدَ الشَأْو وَالقَطّامِيّ وَنَحْوَ ذلك.,,والثَلْب، والظَّالِمُ والشَّاهِينَ، وبَعْدَ الشَّأْوَ وَالقَطَامِي وَنَحْوَ ذَلِكَ.,,,
115,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1138x149 at 0x749AAE75F710>,لهم، وَيَشْتَرُونَ مِن أَصْحابِ تَكَّ السُفُنِ ما عِنْدَهُم,,"""لهم، ويشترون من أصحاب تلك السُّفَرِ ما تَندَهُمْ""",,,
116,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1377x189 at 0x749AAE75FC90>,رقيقه، تَتَبَعْثَر فَيُظْهَر مِن خِلالَ فَجَواتها وَجْهِ الأَرْضِ,,"""رقيبه، تشبهُ في ذكاء من جانين فخراً اتقاً وجه الأرزق""",,,
117,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=306x155 at 0x749AAE768250>,وَكانَ,,"```
水
```",,,
118,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1466x189 at 0x749AAE7687D0>,التَصَرُّفِ بَلَغَتْهُ وَسَلَكَ أَلْفاظها بِطُرُقٍ تُؤَدِّي غَرَضَهُ وَتُعَبِّر,,"""إِنْ تُؤْمِنُوا بِالنَّبِيِّ وَسَلَّمَ الْفَاطِمِيُّ بِطَارِقٍ يُؤْمِنُونَ يَعْزِزُهُ وَتُكْرِرُ""",,,
119,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=924x130 at 0x749AAE768D50>,"حَفْرِ الرَسْمُ عَلَى الخشب"". وَعَلَى مَدَى أَكْثَرَ",,"""حُفِّر الرَّسْمُ عَلَى الخشَبِ."" وَكَثَرَ مَنْ أَخْتَرَ",,,
120,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1181x108 at 0x749AAE7692D0>,لِتُقابِل الاِحْتِياجاتِ المَعْرِفِيَّة والمهاريه لِلزَرّاع فِي مَجالاتِ الزِراعَةِ,,"""يتفاوت الاختيارات المصرفية والمصرفية في مجالات الزراعة""",,,
121,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1322x148 at 0x749AAE769850>,أُسْرَتَيَّ تانغ وسونغ، حَيْثُ كانَت السِلَعِ الرَئِيسِيَّةِ الَّتِي,,أُشرِّفُ تالغ وسونغر، حيث كانت السلع الرئيسيَّة التي,,,
122,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=683x99 at 0x749AAE769DD0>,الدِيمُوغرافِيِّ فَإِنَّ العَدَدَ المُطْلَقِ لِلفُقَراءِ اِسْتَقَرَّ فِي خَمْسَةِ,,"""البومذكراقي فاز الخبر الشهادة القماري استقر في خمسة""",,,
123,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=913x140 at 0x749AAE76A350>,كانَ ماو يُخَصَّص وَقْتاً لَقِراءَة أَعْمالٍ مَطْبُوعه بِالحَكّ,,"""كَانَ مَا يُنَصِّصُ وَقْتًا لِبِرَاءَةٍ أَعْمَالِ مَظْلُوبٍ عَهِدًا بِالحَكَمِ""",,,
124,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1304x163 at 0x749AAE76A8D0>,الأَرْضِ وَعِنْدَما تَصِل إِلَى طَبَقَةٌ الستراتوسفير، تَتَمَكَّن الأَشِعَّةُ,,"""وَعُدْمَا تَصِلُ إِلَى صَلَحَةٍ السَّبِيرِ وَسَفَر، نَّتَمَكَّن الْأَنْبِيَاءُ""",,,
125,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=527x141 at 0x749AAE76AE50>,جُزْء لَعَقاقِير الأَعْشابُ,,جزء لعقاقير الأعشاب,,,
126,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=855x121 at 0x749AAE76B3D0>,لها. وَ أَنَّ مِثْلَ هٰذِهِ الجامِعاتِ لا تُلْحِق,,"""يُنَبِّهُ هَذِهِ الْجَامِعَاتُ لِتُحِقْ لَهَا، وَأَزَّ يَنْ """,,,
127,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1328x128 at 0x749AAE76B950>,الباديه، المُتَحَكِّمَةِ فِيها تَحْكُم الجُنُودِ فِي القِلاع وَبِعَضِّ,,الإلهي، التكية في أحكامها، اجتمعي في اقتراح ويعضُّ,,,
128,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=761x125 at 0x749AAE76BED0>,"عدي"" وَ ""ابي البختري""",,"""عدي و أبي البغتري""",,,
129,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2115x225 at 0x749AAE770490>,عِشْرِينَ نَوْعاً أَو سِلاله جغرافيه، وَهِيَ الَّتِي يَعْتَمِد,,"""يُنْبِئُنَّ بِهِ أَوْ يُسَالُهُ حَقَّاً فِيهِ، وَهُوَ الْأَقْرَىٰ يُعْتَبِّدُ.""",,,
130,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1415x170 at 0x749AAE770A10>,وَسَجَّلَ مَيّاسات وَمَلامِحُ الأَجْسامِ وَما إِلَى دَلَّكَ,,وَسُجِّلُ مَايَاسِاتٍ وَمَا مُخْ لِلأَحْسَامِ وَما إِلَى ذَٰلكَ,,,
131,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=502x133 at 0x749AAE770F90>,مُتَفاوِتُونَ بِمَدَى,,"""مَنْ تَفَاتَوْنَ بِذَلِّ""",,,
132,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=610x106 at 0x749AAE771550>,يُؤَدِّي اِبْتِعادُ كَوْكَبِ الأَرْضِ,,"""يُؤْذِي إِنْعَادُ كُرْكُبٍ لَّأُرْضِ""",,,
133,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1212x138 at 0x749AAE771A90>,فِيها أَيْضاً حَجّارَةً بُرْكانَيْهِ وَالظاهِر إِنَّها كانَت مِن,,فيها أيضاً خَجَازَةُ بِزْكَانِيَهِ والظَّاهِرِ إِنَّها كانت مِن,,,
134,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=983x128 at 0x749AAE772010>,الشَرْقِيَّةِ لَها إِلَى مُلْتَقَى الحُدُودِ بِالعَرَبِيَّةِ السعيده. وَ,,"""الشَّرْقِيَّةُ لَا هَا إِلَى فَتْنَقَى الْحُدُودِ بِالْعَرَبِيَّةِ السُّعِيدَةِ وَ""",,,
135,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x125 at 0x749AAE772590>,الحية الميتة وكذلك مخلفات و فضلات الكائنات الحية,,"""اللَّهُمَّ أَكْفِرْ بِكُلِّ مَا نَزَّلْتَ إِلَيْكَ مِنَ الْحَقّ""",,,
136,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1380x133 at 0x749AAE772B10>,نَحَّياهُ وَذٰلِكَ بِالعَمَلِ مِن خِلالَ نَهْضَةِ وَطَنِيَّةٍ اِعْتِماداً,,"""يَا أَيُّهَا الَّذِينَ آمَنُوا كُتِبَ عَلَيْكُمُ الْكِتَابُ مَا فِيهِ مُبَارَكٌ وَكُلُّ شَيْءٍ بِسْمِ اللَّهِ رَبِّ الْعَالَمِينَ""",,,
137,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1462x162 at 0x749AAE773090>,تَكُون الطِباع وَفِي خَلْقُ التمايز بَيِّنَ الأَجْناسِ البَشَرِيَّةِ,,"""تُكون الطيّاح ورّي خُلق الشّدائد شَين الأُجّالِسِ الإشْتِقَاءَةُ""",,,
138,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1084x131 at 0x749AAE773610>,يَحِقّ لِأَيّ طالَبَ الاِنْضِمامِ إِلَى التَدْرِيبِ المِهْنِيِّ المُتَوَسِّطِ,,"""مُحَمَّدٌ رَضِيَ اللَّهُ عَنْهُ أَمَّةٌ مُعْتَجِرٌ أَوْ أَمَّةٌ مُعْتَجِرٌ""",,,
139,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1060x120 at 0x749AAE773B90>,الايقار وَالثِيران وَلِحَمِير وَلِجَمال الَّتِي كاتت تُسْتَخْدَم فِي,,"""الإيجاد والبحث والتحليل الذي كانت تُستلم في 16/2/2019""",,,
140,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1110x143 at 0x749AAE778150>,فيها، وَيَمِيل أَهْلِها إِلَى الزِراعَةِ والاستقرار، مِثْلَ مَدِينَةِ,,فيه، وَتَعْمِلُ أَحْلِمَا إِلَى الزِّرَاوَةِ والدَّسْتَقْرَارِ مِثْلًا مَدْيَنِيَةً,,,
141,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1454x185 at 0x749AAE7786D0>,العُلَماءِ راو أَنَّ التَغْيِيراتِ الطارِئَةِ عَلَى غِطاءِ,,العمامرة رأى أن التغييرات الطارئة على غطاء,,,
142,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=641x118 at 0x749AAE778C50>,بِذٰلِكَ فَتَغافَلَ صَرَّحُوا لَهُ,,"""فَكَّرْ فِي أَنَا وَصَمَرُّ حُرُّاً كُنتُ""",,,
143,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x157 at 0x749AAE7791D0>,دَرْسَ مُفِيدٌ – بِطَبْعه أُولَى صَغِيرَةٌ مُؤَلَّفَةٌ مِن,,"""ذَكْرُهُ مُفِيدٌ - بِظَلْمَهُ أُولى صَغِيرَةً مُؤْلَفَةً مِنْ""",,,
144,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=862x121 at 0x749AAE779750>,إِلَى ما يشاكله. قالَ سَجّاده وَهُوَ أَبُو سَعِيد,,"""وَإِنِّي مَا يَشْهَدُ كَلَاهُ. قَالَ سَبْحَاجُدَهُ وَهُمْ أَبُو سَعِيدٍ""",,,
145,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=740x235 at 0x749AAE779CD0>,وَفِي اليمن، حَيْثُ تُمَثِّل ثَقافَةِ المُجْتَمَعِ جُمْلَةِ مِن,,"""وفي اليمن حيث تمثل ثقافة المجتمع جملة من""",,,
146,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1130x163 at 0x749AAE77A250>,تَعْرِف لَهُ مَثِيلاً مُنْذُ سُقُوطِ رُوما وَتَكاثَرَ سُكّانِ,,"""ثَمَّ فَلَهُ مِثْيَادًا مُدْنُسٌ سُفُو طِرْوَا وَتَكَارَّمُ شَكَّانِ""",,,
147,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=452x92 at 0x749AAE77A7D0>,بِنَفْسِ السُرْعَة,,بَنْفِسِ اللّهُ,,,
148,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=812x117 at 0x749AAE77AD50>,"وَ مِنهُ ما يَتَجَلَّى لَحَواسّ اخري، أَمّا """,,"""رُبِّهَا بَعْضُكُمْ لِيُرَاشَقُوا أَنَا""",,,
149,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1346x159 at 0x749AAE77B2D0>,وَبَيْنَما يَمِيل البَعْضُ إِلَى عَدَمِ التَمْيِيزِ ما بَيِّنَ,,وبِيَّنَا يُمِيلُ الْبَعْضُ إِلَى عَدْم التَّفْصِيلِ هَٰذَا يَبِينُ,,,
150,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=796x121 at 0x749AAE77B850>,عادَةً قَدِيمَةٌ جدا، رُبَّما رافَقَت الإِنْسانِ مُنْذُ يَوْمَ,,"""عادة قديمة جداً رُبّما رافقت الإنسان منذ يوم""

This translates to:

""A very old custom, perhaps it accompanied man from the beginning of time.""",,,
151,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1102x178 at 0x749AAE77BDD0>,تَعْلَمهم فِي الماضي. أَهْدافٍ تَعْلِيمِ الكِبارِ وَبِناءَ عَلَى,,"""تُعلمهم في الماضي. أهداف تعليم الكبار وبناء عَلَى",,,
152,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=981x139 at 0x749AAE784390>,شاعَ سَمّ وَتَصْوِيرِ الكائِنات الحَيَّةِ فِي المِنْطَقَةِ العَرَبِيَّةِ,,"""شائع سمّ وَتُصوير الكائنات اعْتِقَاءً في المنطقة القَبْرِيَّة""",,,
153,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=937x110 at 0x749AAE784910>,وَالاِرْتِقاءِ بِهِ إِلَى مُسْتَوَى يَسْتَجِيب لِمُتَطَلَّباتِ التَنْمِيَة البَشَرِيَّةِ,,والأرتفاع يشتبه لمنطلقات التقييمية البشرية,,,
154,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1169x127 at 0x749AAE784E90>,بِكِين وَالقاهِرَةِ العريقتين، بِكُلِّ ما لَدَيهِما مِن إِرث,,"""والأقليّة العربيّة، بكلّ ما لديهما من إرث""",,,
155,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=930x135 at 0x749AAE785410>,لِسَبَبِ بسيط،هو أَنَّ أَسالِيبها وَمَعانِيها وَنَسَّقَها لا تَتَّفِق,,"""لست بس طلب هو أن أسلم، بل نعملي ونعيش بما تُغَيِّرُ""",,,
156,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=874x117 at 0x749AAE785990>,الَّتِي سُرْعَتُها ثَمانِيَةِ عَشَرَ كِيلُومِتراً فِي الساعَةَ مِن,,"""أُتيح لسُؤُؤُشُها شَابِيَةً عَشْر كيلومترًا في الساعة من""",,,
157,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1148x142 at 0x749AAE785F10>,"""، ""كان البرد القارس مؤلما، كأنه سهام تخترق",,"""کانال ابرو القارس مجموعه 12 کی نه سال 12 کنترل""",,,
158,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1314x172 at 0x749AAE786490>,قَبِلَهُ وَكَذا الهِجْرَةِ وَالحَجّ وَبُعْدَ هَل يُؤاخِذ,,"""قَبِيلَةٌ وَكُذا الْهُجُرَةِ وَالْحَجُّ وَيُعْدُّ هَل يُؤَاخذُ""",,,
159,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1268x271 at 0x749AAE786A10>,"الوِلاياتِ المتحده. حِينِها فَقَط وَصَلَ الكِتابِ إِلَى ""القمه"".",,"""الولايات المتحدة. حينها فقط وصل الكتاب إلى القمة.""",,,
160,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1262x134 at 0x749AAE786F90>,توجد إلا فى      توجد إلا في مناطق محددة من بلد الأجداد,,"""نُجِير ۱۰٪ مُمَاحِنٍ""",,,
161,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1265x159 at 0x749AAE787550>,أُيُونات الفِلُور والكلور الَّتِي تُهاجِم جُزَيْئات الأُوزُون وَتُحَطِّمها,,أيّونات الفلور والكولين التي تواجد جزيئات الأوزون وتُحلّمها,,,
162,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=238x136 at 0x749AAE787A90>,مُغَطَّى,,"The text in the image is ""مغطى"".",,,
163,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1293x132 at 0x749AAE790050>,تُوَضِّح النَتائِجِ الوارِدَةِ بِالجَدْوَل رَقْمِ سَبْعَةِ وُجُودِ عَلاقَة,,"""الشَّجِيعُ لِمَا يَرْضَاهُ بِالْحُسُوءِ وَيُنْفِقُ مِنْ نَفْسِهِ""",,,
164,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=708x97 at 0x749AAE7905D0>,مِن غازِ ثُنائِيٍّ اوكسيد الكَرْبُون المَوْجُودِ فِي الهَواءِ,,"""من غاز ثانوي أوكسيد الكربون الموجود في الهواء""",,,
165,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=656x114 at 0x749AAE790B50>,وَبِن ما دُونِ السِجِلِّ عَنها أَكَماً كانَ,,وَبِمَا دُونَ السِّجِلِّ عَنْهَا أَكْثَرَ كَان,,,
166,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1070x172 at 0x749AAE7910D0>,اخر. وَفِي ضِمْنَ هٰؤُلاءِ قَبائِلُ عَرَبِيَّةٍ عديده، ضاعَ,,آخر. وفي ضمّن هُؤلاء قبائل عَرَبيَّة عديده، ضاعَ,,,
167,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x149 at 0x749AAE791650>,الغازات الَّتِي تُؤَثِّر وَبِشَكْلٍ مُباشِرٍ فِي رَفْعِ دَرَجَةِ,,"""الفايات التي تُذمَّرُ وَبِشْكِيٍّ ضَايِهِمْ في نُفُوح مَرْحة""",,,
168,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1209x175 at 0x749AAE791BD0>,فِي حَفْرِ العُرُوق الَّتِي تَكُون الذهب، وَأَمْثال ذٰلِكَ,,في حفر العروق التي تكون الذهب، ومثال ذلك,,,
169,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1061x135 at 0x749AAE792150>,؛ كُلُّها تَشْهَد عَلَى الاِخْتِلالات الكَبِيرَةِ فِي اِسْتِثْمارِ,,"""كما تشهد على الاختلاطات الكبيرة في الاستثمار""",,,
170,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=893x142 at 0x749AAE7926D0>,يَتَضايَق الناسِ مِن أَثَّرَ الحُرِّ فيهم، مَعَ إِن,,"""يَتَضَابَقُ النَّاسُ مِنْ أَثَرِ الْخَزَّارِ فِيهم، مَعَ إِنْ""",,,
171,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=864x106 at 0x749AAE792C50>,فَلَمّا تَطاوَلَت الأَيّامِ عَلَى سَدِّ مَأْرَب اِمْتَدَّت إِلَيهِ,,"""فَكُّوا حِظْرَتِيَّمَا عَلَيْهِمْ مَا رَأَيْتُ إِن شَاءَتْ أَنْفُسُكُمْ""",,,
172,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1327x205 at 0x749AAE7931D0>,وَسَنَتَعَرَّف عَلَى الأَماكِن الأَصْلِيَّةِ فِي اليَمَنِ,,وَسَتَعْرِفُ عَلَى الأَمَاكِنِ أَصْطَلَاحَةٌ فِي التَّقْيِين,,,
173,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1140x137 at 0x749AAE793750>,عَشَرَ مِن عُمَر الأَشْجارِ فَكانَ اِرْتِفاعِ تِلْكَ الوَتِيرَةِ,,"""عشر من الأشجار فكان رتفاع تلك الوترية""",,,
